HS2,HS4,HS6,description,clean_description
,,380910.0,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in textile, paper, leather etc industries, with basis of amylaceous substances, n.e.c.",finish agent dye carrier accelerate dyeing fixing dye stuff product preparation textile paper leather etc industry basis amylaceous substance
,,380991.0,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the textile industry (excluding those with a basis of amylaceous substances)",finish agent dye carrier accelerate dyeing fixing dye stuff product preparation textile industry exclude basis amylaceous substance
,,380992.0,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)",finish agent dye carrier accelerate dyeing fixing dye stuff product preparation paper industry exclude basis amylaceous substance
,,380993.0,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the leather or like (excluding paper and textile) industries, (excluding those with a basis of amylaceous substances)",finish agent dye carrier accelerate dyeing fixing dye stuff product preparation leather like exclude paper textile industry exclude basis amylaceous substance
,,381010.0,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",pickle preparation metal surface soldering brazing weld powder paste consist metal material
,,381090.0,"Fluxes and other auxiliary preparations; for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods",flux auxiliary preparation soldering brazing welding preparation core coating welding electrode rod
,,381111.0,Anti-knock preparations; based on lead compounds,anti knock preparation base lead compound
,,381119.0,Anti-knock preparations; other than those based on lead compounds,anti knock preparation base lead compound
,,381121.0,Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals,lubricate oil additive contain petroleum oil oil obtain bituminous mineral
,,381129.0,Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals,lubricate oil additive contain petroleum oil oil obtain bituminous mineral
,,381190.0,"Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811",oxidation gum inhibitor viscosity improver anti corrosive preparation prepare additive mineral oil liquid mineral oil include gasoline head
,,381210.0,Rubber accelerators; prepared,rubber accelerator prepare
,,381220.0,"Plasticisers, compound; for rubber or plastics",plasticiser compound rubber plastic
,,381231.0,"Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",anti oxidising preparation compound stabiliser rubber plastic mixture oligomer dihydroquinoline tmq
,,381239.0,"Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, other than mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",anti oxidising preparation compound stabiliser rubber plastic mixture oligomer dihydroquinoline tmq
,,381300.0,Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades,fire extinguisher preparation charge charge fire extinguish grenade
,,381400.0,"Solvents and thinners; organic composite solvents and thinners, n.e.c. or included, prepared paint or varnish removers",solvent thinner organic composite solvent thinner include prepared paint varnish remover
,,381511.0,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included",catalyst support reaction initiator reaction accelerator catalytic preparation nickel nickel compound active substance include
,,381512.0,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included",catalyst support reaction initiator reaction accelerator catalytic preparation precious metal precious metal compound active substance include
,,381519.0,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included",catalyst support reaction initiator reaction accelerator catalytic preparation active substance nickel precious metal compound include
,,381590.0,"Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included",reaction initiator reaction accelerator catalytic preparation unsupported include
,,381600.0,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01",refractory cement mortar concrete similar composition include dolomite ram mix product head
,,381700.0,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902",mixed alkylbenzene mixed alkylnaphthalene head
,,381800.0,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",chemical element dope use electronic form disc wafer similar form chemical compound dope use electronic
,,381900.0,"Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",hydraulic fluid brake prepared liquid hydraulic transmission contain contain weight petroleum oil oil obtain bituminous mineral
,,382000.0,Anti-freezing preparations and prepared de-icing fluids,anti freezing preparation prepare de icing fluid
,,382100.0,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",prepare culture medium development maintenance micro organism include virus like plant human animal cell
,,382211.0,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for malaria",reagent diagnostic laboratory reagent backing prepared diagnostic laboratory reagent backing form kit malaria
,,382212.0,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for zika and other diseases transmitted by mosquitoes of the genus Aedes",reagent diagnostic laboratory reagent backing prepared diagnostic laboratory reagent backing form kit zika disease transmit mosquito genus aede
,,382213.0,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for blood grouping",reagent diagnostic laboratory reagent backing prepared diagnostic laboratory reagent backing form kit blood grouping
